,Unnamed: 0,name,Prediction result,pro non_persion
0,0,tran duc dung,1,0.0046389698982238
1,1,hoang thi linh,1,0.0023781657218933
2,2,hoang thi thuy,1,0.0009474158287048
3,3,nguyen thi loan,1,0.0008689761161804
4,4,pham thi thuy hien,1,0.000977873802185
5,5,le van thanh,1,0.0019289851188659
6,6,tran van long,1,0.0038910508155822
7,7,vu hoang,1,0.0195297598838806
8,8,tran thi xuan,1,0.0015500783920288
9,9,pham van duoc,1,0.002925157546997
10,10,lo thi dao,1,0.0022205710411071
11,11,nguyen thi hoa,1,0.0014035105705261
12,12,le dinh nguyen,1,0.0035721659660339
13,13,le thi phuong thuy,1,0.0007065534591674
14,14,tran trong dai,1,0.0061987042427062
15,15,nguyen van thong,1,0.0045415163040161
16,16,thai xuan son,1,0.0034431219100952
17,17,tran quoc tuan,1,0.0007289052009582
18,18,vuong quoc khanh,1,0.0019187927246093
19,19,luong minh duy,1,0.0010138154029846
20,20,nguyen thi hoai thanh,1,0.0039169788360595
21,21,phan hoang diet,1,0.010003924369812
22,22,le thi khuyen,1,0.0011140704154968
23,23,nguyen tan,1,0.0020445585250854
24,24,pham lai ninh sang,1,0.1348366141319275
25,25,tran nguyen bao chi,1,0.0171684026718139
26,26,doan long vu,1,0.0071877837181091
27,27,nguyen tien phuong,1,0.0008131861686706
28,28,nguyen thi thuy tran,1,0.000775933265686
29,29,nguyen van lam,1,0.0012028217315673
30,30,pham tien dung,1,0.0061572790145874
31,31,nguyen manh duy,1,0.0009191036224365
32,32,ho thi ngoc,1,0.0015825033187866
33,33,nguyen thi phuong,1,0.0008363723754882
34,34,nguyen van thai anh,1,0.0011528730392456
35,35,nguyen thi hien,1,0.0011124014854431
36,36,le ba thua,1,0.0175653100013732
37,37,le van minh,1,0.0009809732437133
38,38,nguyen thi thu ha,1,0.0006684064865112
39,39,nguyen minh trang,1,0.000409185886383
40,40,vu khanh trinh,1,0.0222395062446594
41,41,nguyen van tu,1,0.0014249086380004
42,42,trinh thanh sang,1,0.0005530714988708
43,43,nguyen thi cuc,1,0.001221477985382
44,44,nguyen thi nga,1,0.0013218522071838
45,45,huynh trung tuan,1,0.0073981881141662
46,46,dang manh tu,1,0.0171114206314086
47,47,hoang quoc viet,1,0.0015600323677062
48,48,nguyen minh chanh,1,0.0023552775382995
49,49,nong thi thanh tam,1,0.0042089223861694
50,50,phan quy nhon,1,0.0011030435562133
51,51,vu thi thoa,1,0.0018723607063293
52,52,do thuy linh,1,0.003922164440155
53,53,mai van khoan,1,0.0071135163307189
54,54,nguyen van minh,1,0.0006592869758605
55,55,bui van hung,1,0.0060440897941589
56,56,nguyen minh tien,1,0.0005122423171997
57,57,le ba canh,1,0.0136238932609558
58,58,bui thi my hoa,1,0.0050045251846313
59,59,tran ngoc son,1,0.0009258985519409
60,60,hoang thi thao,1,0.0036372542381286
61,61,nguyen thi kieu,1,0.000565230846405
62,62,cao duc duong,1,0.0408380627632141
63,63,vu van hai,1,0.0032154321670532
64,64,nguyen thi ngoc han,1,0.0005984306335449
65,65,nguyen the kien,1,0.0022046566009521
66,66,mai hong nhung,1,0.0366080999374389
67,67,le van tien,1,0.0016913414001464
68,68,nguyen thi tham,1,0.0007484555244445
69,69,le thi hong quyen,1,0.0005654692649841
70,70,man nguyen khang,1,0.0043057203292846
71,71,not used,0,0.2434419989585876
72,72,pham thi huong,1,0.0015328526496887
73,73,vuong van long,1,0.0046219825744628
74,74,pham quang ninh,1,0.0008097290992736
75,75,nguyen ngoc hoai,1,0.0036014318466186
76,76,nguyen duc linh,1,0.0015936493873596
77,77,nguyen thi cam ly,1,0.0041015744209289
78,78,dao thi thanh,1,0.0025940537452697
79,79,vu quynh anh,1,0.0005080699920654
80,80,nguyen dac hau,1,0.0014438033103942
81,81,nguyen truong giang,1,0.0152848958969116
82,82,nguyen chi cuong,1,0.0029931664466857
83,83,nguyen duy hai,1,0.0020445585250854
84,84,le van thanh,1,0.0019289851188659
85,85,nguyen danh truong,1,0.0011138319969177
86,86,nguyen thi hoa,1,0.0014035105705261
87,87,hoang van minh,1,0.0046153664588928
88,88,pham hung son,1,0.0015190243721008
89,89,pham bich ngoc,1,0.0172014832496643
90,90,le thi thanh ha,1,0.0010735392570495
91,91,le manh duc,1,0.0046250224113464
92,92,nguyen viet cuong,1,0.0128899812698364
93,93,dao thi thu tra,1,0.0021451115608215
94,94,le thi thu hai,1,0.0005205273628234
95,95,pham van trung,1,0.0035635232925415
96,96,nguyen van thong,1,0.0045415163040161
97,97,bui van quang,1,0.0010352134704589
98,98,bui huyen trang,1,0.006372332572937
99,99,nguyen van anh,1,0.0014249086380004
100,100,do thi kim ngan,1,0.0074071288108825
101,101,nguyen hoang ngoc tien,1,0.0375916957855224
102,102,nguyen thi ngoc anh,1,0.0006372332572937
103,103,ngu thanh hiep,1,0.0264676213264465
104,104,nguyen thi mai huong,1,0.0009552836418151
105,105,vo thi van ly,1,0.0008867383003234
106,106,nguyen viet truong,1,0.0028480291366577
107,107,nguyen thi hong,1,0.0012928247451782
108,108,nguyen thi hue,1,0.000886857509613
109,109,le viet hong,1,0.0026144385337829
110,110,nguyen huy hoang,1,0.0015960335731506
111,111,vien ky thuat cong trinh dac biet,0,0.9950381517410278
112,112,nguyen huu manh,1,0.0009129047393798
113,113,trinh huong tu,1,0.0044243335723876
114,114,phan nhat tien,1,0.006184697151184
115,115,cao thi thu loc,1,0.0028577446937561
116,116,nguyen van uoc,1,0.072040855884552
117,117,vo huynh duc,1,0.0134853720664978
118,118,tran thanh tam,1,0.0074988007545471
119,119,nguyen thi thuy vy,1,0.0007500052452087
120,120,nguyen phu tinh,1,0.0007760524749755
121,121,nguyen thi be ngoan,1,0.0968391895294189
122,122,nguyen thi ngoc tuyet,1,0.0009838342666625
123,123,giang son,1,0.0029104351997375
124,124,vi thi lan,1,0.0050169229507446
125,125,le trong tinh,1,0.0046393275260925
126,126,tran minh quoc,1,0.0004237294197082
127,127,phan thai duong,1,0.0028387308120727
128,128,bui cong tung,1,0.1108690500259399
129,129,nguyen duc ly,1,0.0020445585250854
130,130,hoang duc hung,1,0.0373611450195312
131,131,huynh ngoc duy,1,0.0047671198844909
132,132,nguyen hoang tin,1,0.000868022441864
133,133,dang thi le,1,0.0016876459121704
134,134,phung van tan,1,0.0076938271522521
135,135,duong thi my trang,1,0.005885899066925
136,136,nguyen thanh phong,1,0.0018571615219116
137,137,lam van din,1,0.0047264695167541
